"treatment_status","control","micro_credit","in_kind_grant","cash_grant","hasbiz","new_biz_assets","monthly_expanses","monthly_revenue","monthly_profits","labour_inc","total_inc","is_male","educ_college","educ_somecollege","educ_hs","age","marital_s","marital_m","worked","has_biz","family_inc_low","migrate","trained","has_kids"
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,1,0,0,0,1,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,1,1,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,24,1,0,0,0,1,1,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,1,0,0,1,1,NA
1,0,1,0,0,1,50145.8497967341,200,300,100,100,225,0,0,0,0,24,1,0,0,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,1,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,0,1,1,0,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,1,0,1,1,NA
1,0,1,0,0,1,53920.6008696955,3200,4200,1500,1500,1500,1,0,0,1,24,1,0,0,0,1,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,0,1,NA
2,0,0,1,0,1,53920.6008696955,1000,1500,500,500,1050,0,0,0,0,24,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,1,1,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,1,0,0,1
0,1,0,0,0,1,54920.6008696955,1000,1200,200,200,250,1,1,0,0,24,1,0,0,0,1,0,0,NA
2,0,0,1,0,1,35898.3142407907,70,150,80,80,130,1,0,0,1,24,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,1,0,0,0,1,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,0,0,1,0,NA
3,0,0,0,1,1,50865.0950797529,300,200,100,100,100,0,0,0,1,24,0,0,1,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,0,1,0,0,0,0,1,1
0,1,0,0,0,1,53920.6008696955,400,800,400,400,1010,1,0,0,1,24,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,1,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,1,1,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,1,0,NA
1,0,1,0,0,1,53920.6008696955,3000,4000,1000,1000,1075,1,0,0,1,24,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,24,1,0,0,0,0,1,0,NA
2,0,0,1,0,1,49895.8497967341,200,300,100,100,150,0,1,0,0,24,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,24,0,1,0,0,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,1,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,1,0,NA
3,0,0,0,1,1,47467.7467296812,9000,11500,2500,2500,2880,0,1,0,0,24,0,1,0,0,1,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,1,0,1,0,0,1
0,1,0,0,0,1,58070.4136638237,4000,4000,1000,2700,1000,1,0,0,1,24,1,0,1,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,0,0,1,0,NA
1,0,1,0,0,1,40114.0238095238,100,120,50,550,100,0,0,0,1,24,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,0,0,1,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,1,0,1,1
2,0,0,1,0,1,57920.6008696954,25,30,5000,5000,5075,0,0,0,1,24,1,0,0,0,1,0,1,NA
3,0,0,0,1,1,47985.9284130863,3000,1500,1500,3000,1000,1,0,0,0,24,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,0,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,0,0,1,1
0,1,0,0,0,1,53920.6008696955,2000,2700,700,700,1160,1,1,0,0,24,1,0,0,0,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,0,0,1,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,1,1,1,1,NA
1,0,1,0,0,1,53173.065313752,500,658,158,158,1208,0,0,0,1,24,0,1,0,0,0,1,1,1
2,0,0,1,0,1,43592.9956567199,800,1300,500,500,550,0,0,0,0,24,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,24,1,0,0,0,1,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,1,0,0,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,1,1,0,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,0,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,1,0,1,1,0,0,0,NA
2,0,0,1,0,1,43967.7467296812,50,150,100,100,150,0,1,0,0,24,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,0,0,0,0,0,NA
1,0,1,0,0,1,43222.134869843,2400,2800,400,850,530,1,0,1,0,24,0,1,0,0,0,0,1,1
2,0,0,1,0,1,40467.7467296812,500,600,100,100,150,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,0,0,0,1,0,0,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,0,0,1,1,NA
1,0,1,0,0,1,45067.7467296812,4000,6000,2000,4500,2225,1,0,0,1,24,1,0,0,0,0,1,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,1,0,0,1
2,0,0,1,0,1,53920.6008696955,500,650,150,150,200,1,1,0,0,24,1,0,0,0,0,1,1,NA
1,0,1,0,0,1,53920.6008696955,10000,13000,3000,3000,3075,0,0,0,1,24,1,0,1,1,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,1,1,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,24,1,0,0,0,1,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,24,1,0,0,0,0,0,1,NA
0,1,0,0,0,1,52973.065313752,6000,9000,3000,3000,3000,0,0,0,1,24,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,1,0,1,1,0,0,1,NA
1,0,1,0,0,1,53920.6008696955,750,900,150,550,200,1,0,0,0,24,1,0,1,1,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,0,1,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,24,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,0,1,NA
2,0,0,1,0,1,37641.4342030288,11100,25000,6000,6000,6000,0,0,0,0,24,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,1,0,1,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,1,0,1,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,0,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,0,1,0,0,0,0,0,0
3,0,0,0,1,1,53920.6008696955,9999,9999,9999,9999,10074,0,0,0,1,24,0,0,1,1,0,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,1,0,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,0,1,0,0,1,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,24,0,1,0,0,1,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,24,1,0,1,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,0,0,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,0,0,NA,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,1,1,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,1,0,0,1,0,NA
2,0,0,1,0,1,58920.6008696954,1000,2000,1000,1000,1000,1,1,0,0,24,1,0,1,0,0,1,0,NA
0,1,0,0,0,1,52045.4497241429,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,NA
0,1,0,0,0,1,53920.6008696955,1200,0,0,0,0,0,1,0,0,24,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,24,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,24,1,0,0,0,1,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,1,0,24,1,0,0,0,1,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,24,1,0,0,0,0,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,24,1,0,0,0,0,0,1,NA
0,1,0,0,0,1,53920.6008696955,400,800,600,600,600,0,0,0,0,24,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,24,1,0,0,0,0,0,1,NA
0,1,0,0,0,1,53920.6008696955,6000,6500,500,500,500,0,0,0,1,23,1,0,1,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,1,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,1,0,1,1,NA
2,0,0,1,0,1,53920.6008696955,1000,1700,700,700,700,0,0,0,1,23,1,0,1,1,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,23,1,0,0,0,0,1,1,NA
0,1,0,0,0,1,41776.0172352523,1000,500,100,100,100,1,0,0,1,23,1,0,0,0,0,NA,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,1,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,1,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,0,1,1,0,1,0,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,1,1,NA
3,0,0,0,1,1,27988.5800630146,1000,1400,400,400,400,1,0,0,1,23,1,0,1,0,0,1,0,NA
0,1,0,0,0,1,53139.8461527143,200,260,60,60,110,1,0,0,1,23,1,0,0,0,0,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,1,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,1,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,23,0,1,1,0,0,0,0,1
3,0,0,0,1,1,54639.8461527143,2000,2500,250,650,300,0,0,0,1,23,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,0,1,0,1,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,1,0,0,0,0,0,1,NA
0,1,0,0,0,1,53139.8461527143,650,1000,350,350,400,0,0,0,0,23,0,1,0,0,0,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,23,0,1,0,0,1,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,23,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,1,0,23,1,0,0,0,1,0,0,NA
0,1,0,0,0,1,53139.8461527143,400,500,100,100,150,0,0,0,1,23,1,0,0,0,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,0,1,0,0,1,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,23,1,0,1,0,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,1,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,0,1,0,0,1,0,0,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,1,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,1,0,23,1,0,1,1,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,23,1,0,0,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,1,0,1,NA
2,0,0,1,0,1,53920.6008696955,500,550,50,50,100,1,1,0,0,23,1,0,1,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,1,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,0,0,0,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,1,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,23,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,1,0,0,1
1,0,1,0,0,1,40567.7467296812,1500,1800,300,300,400,0,0,0,1,23,0,1,1,1,0,0,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,1,0,NA
1,0,1,0,0,1,55420.6008696954,500,1800,1300,1300,1300,0,0,0,1,23,0,1,0,0,0,0,0,1
2,0,0,1,0,1,43426.0172352523,700,1500,750,750,1230,1,0,0,1,23,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,0,1,1,0,0,1,0,0
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,1,0,1,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,0,0,0,0,0,1,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,0,1,0,0,0,0,1,1
2,0,0,1,0,1,53920.6008696955,300,450,150,4150,200,0,0,0,1,23,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,1,1,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,23,1,0,1,0,0,0,0,NA
0,1,0,0,0,1,40967.7467296812,500,700,200,200,275,1,0,0,1,23,1,0,0,0,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,23,1,0,1,0,0,1,1,NA
0,1,0,0,0,1,53920.6008696955,500,1500,1000,1000,1000,1,1,0,0,23,1,0,0,0,1,0,0,NA
3,0,0,0,1,1,53139.8461527143,200,500,300,300,300,1,0,0,1,23,1,0,0,0,1,1,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,1,0,1,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,23,1,0,0,0,1,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,1,0,0,0,0,0,1,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,23,1,0,0,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,1,0,0,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,1,0,0,0,1,0,1,NA
3,0,0,0,1,1,41967.7467296812,350,0,0,0,600,1,0,0,1,23,1,0,0,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,0,1,1,0,0,0,0,0
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,1,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,0,1,1,1,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,1,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,1,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,1,0,0,0,0,1
1,0,1,0,0,1,57151.1683808049,2000,2500,500,500,550,0,0,0,1,23,0,1,0,0,0,1,1,1
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,0,0,NA
1,0,1,0,0,1,53920.6008696955,1500,900,150,950,150,1,1,0,0,23,1,0,1,0,0,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,0,1,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,0,1,0,0,0,0,1,1
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,0,0,1,1
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,0,23,0,1,0,0,0,0,1,1
0,1,0,0,0,1,53920.6008696955,500,600,100,100,960,1,0,0,0,23,1,0,1,0,0,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,1,1,0,0,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,1,0,0,23,1,0,1,0,0,1,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,23,0,1,0,0,0,0,1,1
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,1,0,NA
1,0,1,0,0,1,45047.0651554097,300,500,400,400,1120,1,0,0,1,23,1,0,0,0,1,0,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,1,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,1,1,NA
0,1,0,0,0,1,53920.6008696955,800,1600,800,1900,875,1,0,0,1,23,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,0,0,NA
0,1,0,0,0,1,53920.6008696955,900,1500,600,600,600,0,1,0,0,23,0,1,0,0,0,1,0,0
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,0,NA,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,1,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,1,0,1,1,NA
3,0,0,0,1,1,53920.6008696955,700,3700,3000,3000,3000,0,0,0,1,23,1,0,0,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,1,0,NA
0,1,0,0,0,1,53920.6008696955,1400,2500,1100,1100,1100,1,1,0,0,23,1,0,0,0,0,0,0,NA
0,1,0,0,0,1,39867.7467296812,500,650,150,150,1150,1,0,0,1,23,1,0,1,0,0,0,0,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,0,0,1,0,0,NA
2,0,0,1,0,1,53139.8461527143,2000,4000,2000,2000,2600,0,0,0,0,23,1,0,0,0,0,0,0,NA
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,0,1,0,23,0,1,0,0,0,0,1,0
3,0,0,0,1,0,54673.2514349575,0,0,0,NA,NA,0,1,0,0,23,1,0,0,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,1,1,0,NA
2,0,0,1,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,1,23,1,0,1,0,0,1,1,NA
0,1,0,0,0,0,54673.2514349575,0,0,0,NA,NA,1,0,0,0,23,1,0,1,0,0,0,0,NA
1,0,1,0,0,0,54673.2514349575,0,0,0,NA,NA,0,0,0,1,23,1,0,0,0,0,0,1,NA
